Sentiment,Score,Month
Pro-Ukrainian,10.452808141708374,March
Pro-Ukrainian,9.94753897190094,March
Pro-Ukrainian,10.535006523132324,March
Pro-Ukrainian,9.792196154594421,March
Pro-Ukrainian,9.387332797050476,March
Pro-Ukrainian,10.961556434631348,March
Pro-Ukrainian,9.955862760543823,March
Pro-Ukrainian,9.943795800209045,March
Pro-Ukrainian,6.868905425071716,March
Pro-Ukrainian,10.83584189414978,March
Pro-Ukrainian,9.917380809783936,March
Pro-Russian,2.3993754386901855,March
Pro-Ukrainian,9.540622234344482,March
Pro-Ukrainian,10.33299446105957,March
Pro-Russian,2.2743524610996246,March
Pro-Ukrainian,9.22068476676941,March
Pro-Ukrainian,5.4698991775512695,March
Pro-Ukrainian,9.935194253921509,March
Pro-Ukrainian,10.651102066040039,March
Pro-Ukrainian,10.52702784538269,March
Pro-Ukrainian,10.363161563873291,March
Pro-Ukrainian,9.513952136039734,March
Pro-Ukrainian,7.859559655189514,March
Pro-Ukrainian,11.095750331878662,March
Pro-Ukrainian,9.12795901298523,March
Pro-Ukrainian,9.893786311149597,March
Pro-Russian,1.699579656124115,March
Pro-Ukrainian,10.073250532150269,March
Pro-Ukrainian,9.265418648719788,March
Pro-Ukrainian,9.82187271118164,March
Pro-Russian,3.96972119808197,March
Pro-Ukrainian,9.649593234062195,March
Pro-Ukrainian,7.359076738357544,March
Pro-Ukrainian,10.27547836303711,March
Pro-Ukrainian,10.469191074371338,March
Pro-Ukrainian,10.848069190979004,March
Pro-Ukrainian,10.439677238464355,March
Pro-Ukrainian,9.99440848827362,March
Pro-Ukrainian,10.461472272872925,March
Pro-Ukrainian,10.512561798095703,March
Pro-Ukrainian,11.218574047088623,March
Pro-Russian,2.2999563813209534,March
Pro-Ukrainian,10.004312992095947,March
Pro-Ukrainian,10.510193109512329,March
Pro-Ukrainian,10.454593896865845,March
Pro-Ukrainian,8.044060468673706,March
Pro-Ukrainian,10.313042402267456,March
Pro-Ukrainian,9.72370445728302,March
Pro-Ukrainian,8.417052626609802,March
Pro-Ukrainian,11.123485565185547,March
Pro-Ukrainian,9.09045398235321,March
Pro-Ukrainian,5.879111886024475,March
Pro-Ukrainian,10.608410835266113,March
Pro-Ukrainian,10.184320211410522,March
Pro-Ukrainian,10.172603130340576,March
Pro-Ukrainian,10.632767677307129,March
Pro-Ukrainian,10.221281051635742,March
Pro-Ukrainian,8.273924589157104,March
Pro-Ukrainian,10.15079379081726,March
Pro-Ukrainian,10.805153846740723,March
Pro-Ukrainian,10.197902917861938,March
Pro-Ukrainian,10.057675838470459,March
Pro-Ukrainian,10.079115629196167,March
Pro-Ukrainian,10.863711833953857,March
Pro-Ukrainian,10.154753923416138,March
Pro-Russian,1.8805351853370667,March
Pro-Ukrainian,11.074268817901611,March
Pro-Ukrainian,10.507323741912842,March
Pro-Ukrainian,10.45702338218689,March
Pro-Ukrainian,9.616905450820923,March
Pro-Ukrainian,9.901161193847656,March
Pro-Ukrainian,10.788416862487793,March
Pro-Ukrainian,10.35054087638855,March
Pro-Ukrainian,10.444284677505493,March
Pro-Ukrainian,10.493593215942383,March
Pro-Ukrainian,7.675008177757263,March
Pro-Ukrainian,10.221189260482788,March
Pro-Ukrainian,9.939953088760376,March
Pro-Ukrainian,9.754750728607178,March
Pro-Ukrainian,10.169341564178467,March
Pro-Ukrainian,7.357839941978455,March
Pro-Ukrainian,10.246871709823608,March
Pro-Russian,0.19315704703330994,March
Pro-Ukrainian,10.60125470161438,March
Pro-Ukrainian,10.549854040145874,March
Pro-Ukrainian,10.586576461791992,March
Pro-Ukrainian,5.834639072418213,March
Pro-Russian,3.581410050392151,March
Pro-Ukrainian,8.95600438117981,March
Pro-Ukrainian,8.786917924880981,March
Pro-Ukrainian,10.718374252319336,March
Pro-Ukrainian,10.367809534072876,March
Pro-Russian,1.7624813318252563,March
Pro-Ukrainian,10.43718695640564,March
Pro-Ukrainian,10.775017738342285,March
Pro-Ukrainian,9.61149513721466,March
Pro-Ukrainian,10.487967729568481,March
Pro-Ukrainian,10.508354902267456,March
Pro-Ukrainian,10.095106363296509,March
Pro-Ukrainian,10.419163703918457,March
Pro-Russian,4.511143267154694,March
Pro-Ukrainian,9.59677517414093,March
Pro-Ukrainian,9.364559054374695,March
Pro-Ukrainian,9.668945074081421,March
Pro-Ukrainian,10.508427619934082,March
Pro-Ukrainian,10.177856683731079,March
Pro-Ukrainian,10.91259479522705,March
Pro-Ukrainian,10.767871141433716,March
Pro-Ukrainian,10.307520627975464,March
Pro-Ukrainian,10.448062419891357,March
Pro-Ukrainian,10.540865659713745,March
Pro-Ukrainian,10.539686679840088,March
Pro-Ukrainian,10.146484375,March
Pro-Ukrainian,8.130165338516235,March
Pro-Ukrainian,10.887629985809326,March
Pro-Ukrainian,11.085145473480225,March
Pro-Ukrainian,10.597765445709229,March
Pro-Ukrainian,10.59553861618042,March
Pro-Ukrainian,10.615578889846802,March
Pro-Russian,2.52007395029068,April
Pro-Russian,2.285219430923462,April
Pro-Ukrainian,10.770263671875,April
Pro-Russian,4.151187539100647,April
Pro-Russian,4.191402494907379,April
Pro-Russian,2.8708279132843018,April
Pro-Ukrainian,9.030616879463196,April
Pro-Russian,1.861327737569809,April
Pro-Ukrainian,10.17531156539917,April
Pro-Russian,4.240783154964447,April
Pro-Ukrainian,8.461562991142273,April
Pro-Russian,3.906792104244232,April
Pro-Ukrainian,9.934933185577393,April
Pro-Russian,4.566442668437958,April
Pro-Ukrainian,9.37745988368988,April
Pro-Ukrainian,10.142990350723267,April
Pro-Ukrainian,10.13945460319519,April
Pro-Ukrainian,10.14838695526123,April
Pro-Ukrainian,9.91453468799591,April
Pro-Ukrainian,9.938002228736877,April
Pro-Ukrainian,10.855984687805176,April
Pro-Ukrainian,10.03361463546753,April
Pro-Ukrainian,6.393466591835022,April
Pro-Ukrainian,9.67849850654602,April
Pro-Ukrainian,9.425113797187805,April
Pro-Ukrainian,9.91624891757965,April
Pro-Ukrainian,8.389790058135986,April
Pro-Ukrainian,9.421355128288269,April
Pro-Ukrainian,8.798283338546753,April
Pro-Ukrainian,10.056835412979126,April
Pro-Ukrainian,9.549930691719055,April
Pro-Ukrainian,9.729354977607727,April
Pro-Russian,2.815648317337036,April
Pro-Ukrainian,7.32069730758667,April
Pro-Ukrainian,10.845421552658081,April
Pro-Ukrainian,8.275842070579529,April
Pro-Ukrainian,10.228073596954346,April
Pro-Ukrainian,9.511699676513672,April
Pro-Ukrainian,6.370343565940857,April
Pro-Ukrainian,10.056291818618774,April
Pro-Russian,3.400149643421173,April
Pro-Ukrainian,10.716251134872437,April
Pro-Ukrainian,9.981524348258972,April
Pro-Ukrainian,10.541919469833374,April
Pro-Ukrainian,8.79617989063263,April
Pro-Ukrainian,10.28568148612976,April
Pro-Ukrainian,10.048197507858276,April
Pro-Ukrainian,10.537344217300415,April
Pro-Ukrainian,9.271831512451172,April
Pro-Ukrainian,9.956409335136414,April
Pro-Ukrainian,11.15802526473999,April
Pro-Russian,3.8485100865364075,April
Pro-Ukrainian,10.726269483566284,April
Pro-Ukrainian,9.780217409133911,April
Pro-Ukrainian,10.049904584884644,April
Pro-Ukrainian,9.64605987071991,April
Pro-Ukrainian,6.066767573356628,April
Pro-Russian,2.3590372502803802,April
Pro-Russian,4.361601769924164,April
Pro-Ukrainian,11.158435344696045,April
Pro-Ukrainian,6.8483054637908936,April
Pro-Ukrainian,10.269970893859863,April
Pro-Ukrainian,9.151999354362488,April
Pro-Russian,1.9672855734825134,April
Pro-Russian,3.7003833055496216,April
Pro-Ukrainian,9.446449875831604,April
Pro-Ukrainian,10.514602661132812,April
Pro-Ukrainian,8.864825367927551,April
Pro-Ukrainian,10.047001838684082,April
Pro-Ukrainian,6.662181615829468,April
Pro-Ukrainian,8.967509269714355,April
Pro-Ukrainian,10.922831296920776,April
Pro-Russian,4.979528486728668,April
Pro-Ukrainian,9.830994009971619,April
Pro-Ukrainian,10.71659803390503,April
Pro-Ukrainian,10.21801233291626,April
Pro-Ukrainian,10.158840417861938,April
Pro-Ukrainian,10.697658061981201,April
Pro-Ukrainian,9.727476835250854,April
Pro-Ukrainian,10.443402528762817,April
Pro-Ukrainian,9.646345376968384,April
Pro-Ukrainian,8.293915390968323,April
Pro-Ukrainian,10.43527364730835,April
Pro-Ukrainian,10.324350595474243,April
Pro-Ukrainian,10.420869588851929,April
Pro-Ukrainian,10.092611312866211,April
Pro-Ukrainian,9.68571424484253,April
Pro-Ukrainian,10.098905563354492,April
Pro-Ukrainian,9.701460599899292,April
Pro-Ukrainian,10.69597601890564,April
Pro-Russian,3.7523066997528076,April
Pro-Russian,1.2001069635152817,April
Pro-Ukrainian,10.209972858428955,April
Pro-Ukrainian,8.19867193698883,April
Pro-Ukrainian,10.437072515487671,April
Pro-Ukrainian,10.480270385742188,April
Pro-Ukrainian,10.708396434783936,April
Pro-Ukrainian,11.06013298034668,April
Pro-Ukrainian,9.751614332199097,April
Pro-Ukrainian,10.914658308029175,April
Pro-Ukrainian,10.173219442367554,April
Pro-Ukrainian,9.441351294517517,April
Pro-Ukrainian,10.338181257247925,April
Pro-Ukrainian,7.187122106552124,April
Pro-Ukrainian,9.243279695510864,April
Pro-Ukrainian,9.855772852897644,April
Pro-Russian,4.209103286266327,April
Pro-Ukrainian,10.613343715667725,April
Pro-Ukrainian,11.210739612579346,April
Pro-Ukrainian,10.220112800598145,April
Pro-Ukrainian,9.281833171844482,May
Pro-Ukrainian,9.834461212158203,May
Pro-Ukrainian,10.038741827011108,May
Pro-Ukrainian,10.192780494689941,May
Pro-Russian,2.2556710243225098,May
Pro-Ukrainian,8.12883198261261,May
Pro-Ukrainian,8.171717524528503,May
Pro-Ukrainian,11.3584566116333,May
Pro-Ukrainian,10.050243139266968,May
Pro-Ukrainian,8.91650378704071,May
Pro-Ukrainian,10.416526794433594,May
Pro-Ukrainian,9.678494334220886,May
Pro-Ukrainian,10.737813711166382,May
Pro-Ukrainian,9.248866438865662,May
Pro-Russian,1.7852377891540527,May
Pro-Ukrainian,9.714692831039429,May
Pro-Ukrainian,10.301786661148071,May
Pro-Ukrainian,10.752856731414795,May
Pro-Ukrainian,8.245863318443298,May
Pro-Ukrainian,10.450947284698486,May
Pro-Ukrainian,9.587234854698181,May
Pro-Russian,2.962460517883301,May
Pro-Ukrainian,10.06384015083313,May
Pro-Ukrainian,10.260719060897827,May
Pro-Ukrainian,10.034667253494263,May
Pro-Ukrainian,9.319725632667542,May
Pro-Ukrainian,9.79521632194519,May
Pro-Russian,3.2268887758255005,May
Pro-Ukrainian,9.898869395256042,May
Pro-Ukrainian,8.219349980354309,May
Pro-Russian,3.9604544639587402,May
Pro-Ukrainian,10.344645977020264,May
Pro-Ukrainian,10.019443035125732,May
Pro-Ukrainian,10.393106937408447,May
Pro-Ukrainian,10.432701110839844,May
Pro-Ukrainian,5.709971785545349,May
Pro-Ukrainian,9.442223906517029,May
Pro-Ukrainian,10.675441026687622,May
Pro-Ukrainian,10.194133520126343,May
Pro-Ukrainian,10.369592905044556,May
Pro-Ukrainian,10.070617198944092,May
Pro-Ukrainian,6.371311545372009,May
Pro-Ukrainian,9.64298129081726,May
Pro-Ukrainian,10.588669776916504,May
Pro-Ukrainian,9.994971752166748,May
Pro-Russian,2.955211102962494,May
Pro-Ukrainian,9.360100626945496,May
Pro-Ukrainian,9.642251133918762,May
Pro-Ukrainian,10.469660758972168,May
Pro-Ukrainian,10.138115882873535,May
Pro-Ukrainian,10.048940181732178,May
Pro-Ukrainian,9.868769645690918,May
Pro-Ukrainian,8.818916082382202,May
Pro-Russian,1.5805810689926147,May
Pro-Ukrainian,10.002930164337158,May
Pro-Ukrainian,10.075842142105103,May
Pro-Ukrainian,10.330638885498047,May
Pro-Ukrainian,9.750201106071472,May
Pro-Ukrainian,8.832319974899292,May
Pro-Ukrainian,9.187531471252441,May
Pro-Ukrainian,9.995415806770325,May
Pro-Russian,4.9862319231033325,May
Pro-Ukrainian,10.104539394378662,May
Pro-Ukrainian,9.422537684440613,May
Pro-Ukrainian,8.896427750587463,May
Pro-Ukrainian,10.381834506988525,May
Pro-Ukrainian,5.672869682312012,May
Pro-Russian,1.453355848789215,May
Pro-Ukrainian,10.55734395980835,May
Pro-Ukrainian,10.085729360580444,May
Pro-Russian,3.879672586917877,May
Pro-Ukrainian,9.976325631141663,May
Pro-Ukrainian,9.549263715744019,May
Pro-Ukrainian,9.84637200832367,May
Pro-Russian,4.040659070014954,May
Pro-Ukrainian,10.564635992050171,May
Pro-Ukrainian,10.242520570755005,May
Pro-Ukrainian,10.615171194076538,May
Pro-Ukrainian,10.535407066345215,June
Pro-Russian,4.3367961049079895,June
Pro-Ukrainian,10.461550951004028,June
Pro-Ukrainian,9.82706367969513,June
Pro-Ukrainian,10.584781169891357,June
Pro-Russian,2.125740945339203,June
Pro-Ukrainian,10.45844316482544,June
Pro-Ukrainian,10.079786777496338,June
Pro-Ukrainian,9.517323970794678,June
Pro-Ukrainian,8.019158244132996,June
Pro-Ukrainian,10.206443071365356,June
Pro-Ukrainian,9.857771396636963,June
Pro-Ukrainian,10.49844741821289,June
Pro-Ukrainian,10.173953771591187,June
Pro-Russian,4.012886881828308,June
Pro-Ukrainian,8.477209210395813,June
Pro-Ukrainian,9.926947951316833,June
Pro-Ukrainian,9.85771656036377,June
Pro-Ukrainian,10.520529747009277,June
Pro-Ukrainian,10.789499282836914,June
Pro-Ukrainian,10.42982816696167,June
Pro-Ukrainian,10.433205366134644,June
Pro-Ukrainian,9.948592782020569,June
Pro-Ukrainian,10.54449200630188,June
Pro-Ukrainian,8.865379095077515,June
Pro-Ukrainian,10.024791955947876,June
Pro-Ukrainian,9.810226559638977,June
Pro-Ukrainian,9.110751152038574,June
Pro-Ukrainian,10.15057921409607,June
Pro-Russian,2.571476697921753,June
Pro-Ukrainian,10.222665071487427,June
Pro-Ukrainian,10.397469997406006,June
Pro-Russian,3.0977267026901245,June
Pro-Ukrainian,8.527831435203552,June
Pro-Ukrainian,10.088896751403809,June
Pro-Russian,3.3061176538467407,June
Pro-Ukrainian,10.126492977142334,June
Pro-Ukrainian,5.206742882728577,June
Pro-Ukrainian,10.272517204284668,June
Pro-Ukrainian,8.94740104675293,July
Pro-Ukrainian,8.529500961303711,July
Pro-Ukrainian,9.53917682170868,July
Pro-Ukrainian,10.140284299850464,July
Pro-Ukrainian,10.05112886428833,July
Pro-Russian,3.322366178035736,July
Pro-Ukrainian,9.678633213043213,July
Pro-Ukrainian,10.62448501586914,July
Pro-Russian,2.651415169239044,July
Pro-Ukrainian,9.194502234458923,July
Pro-Ukrainian,9.540255665779114,July
Pro-Ukrainian,10.766557455062866,July
Pro-Russian,1.2728050351142883,July
Pro-Russian,4.244987070560455,July
Pro-Russian,2.481670528650284,July
Pro-Ukrainian,9.386664628982544,July
Pro-Ukrainian,10.055458545684814,July
Pro-Ukrainian,9.21340823173523,July
Pro-Ukrainian,8.58167588710785,July
Pro-Ukrainian,10.46457290649414,July
Pro-Ukrainian,10.265681743621826,July
Pro-Ukrainian,11.000547409057617,July
Pro-Ukrainian,10.047235488891602,July
Pro-Russian,4.858946204185486,July
Pro-Ukrainian,9.965119361877441,July
Pro-Ukrainian,10.438488721847534,July
Pro-Ukrainian,6.985333561897278,July
Pro-Ukrainian,6.260856986045837,July
Pro-Ukrainian,9.112158417701721,July
Pro-Ukrainian,10.799785852432251,July
Pro-Ukrainian,9.936615228652954,July
Pro-Ukrainian,7.609626650810242,July
Pro-Ukrainian,9.576192498207092,July
Pro-Ukrainian,8.28013002872467,July
Pro-Ukrainian,10.363258123397827,July
Pro-Ukrainian,10.116246938705444,July
Pro-Ukrainian,10.274759531021118,July
Pro-Ukrainian,9.227368831634521,July
Pro-Ukrainian,10.11899709701538,July
Pro-Ukrainian,5.927440524101257,July
Pro-Ukrainian,10.808601379394531,July
Pro-Ukrainian,10.764095783233643,July
Pro-Ukrainian,8.119964003562927,July
Pro-Ukrainian,9.72756028175354,July
Pro-Ukrainian,10.590852499008179,July
Pro-Ukrainian,10.37022352218628,July
Pro-Russian,4.562301337718964,July
Pro-Ukrainian,10.303676128387451,July
Pro-Russian,3.450481593608856,August
Pro-Ukrainian,10.010629892349243,August
Pro-Ukrainian,8.796159029006958,August
Pro-Ukrainian,11.068226099014282,August
Pro-Ukrainian,9.472737312316895,August
Pro-Ukrainian,9.700294733047485,August
Pro-Ukrainian,10.377746820449829,August
Pro-Ukrainian,9.984747171401978,August
Pro-Russian,2.7678531408309937,August
Pro-Ukrainian,9.865291714668274,August
Pro-Ukrainian,10.061691999435425,August
Pro-Ukrainian,8.914993405342102,August
Pro-Ukrainian,10.173561573028564,August
Pro-Ukrainian,10.756092071533203,August
Pro-Ukrainian,8.33586871623993,August
Pro-Ukrainian,9.473589658737183,August
Pro-Ukrainian,9.83696460723877,August
Pro-Russian,4.177469611167908,August
Pro-Ukrainian,9.519273042678833,August
Pro-Ukrainian,10.414801836013794,August
Pro-Ukrainian,9.514300227165222,August
Pro-Ukrainian,10.856630802154541,August
Pro-Ukrainian,9.670839309692383,August
Pro-Ukrainian,10.324820280075073,August
Pro-Ukrainian,10.707210302352905,August
Pro-Ukrainian,10.426661968231201,August
Pro-Ukrainian,5.5038124322891235,August
Pro-Ukrainian,9.828266501426697,August
